1,1,53.09,43.99,33.92,80.23,1,-1,-1
1,2,102.78,19.42,19.95,16.69,1,-1,-1
1,3,87.69,3.51,43.71,73.91,1,-1,-1
1,4,160.2,101.09,33.55,52.04,1,-1,-1
1,5,122.62,119.4,59.57,60.4,1,-1,-1
1,6,152.6,202.69,33.99,47.39,1,-1,-1
1,7,137.17,174.84,47.36,52.96,1,-1,-1
1,8,178.91,179.9,39.9,34.23,1,-1,-1
1,9,174.11,274.29,40.22,32.88,1,-1,-1
1,10,194.91,254.7,56.29,28.14,1,-1,-1
1,11,221.08,211.31,28.16,51.21,1,-1,-1
1,12,208.49,159.83,36.2,72.72,1,-1,-1
1,13,228.02,150.07,28.15,65.19,1,-1,-1
1,14,253.08,87.05,31.33,86.95,1,-1,-1
1,15,272.24,191.53,40.61,60.27,1,-1,-1
1,16,261.91,158.76,39.9,58.57,1,-1,-1
1,17,293.81,198.3,61.94,44.19,1,-1,-1
1,18,320.83,129.98,30.39,41.84,1,-1,-1
1,19,322.15,152.28,42.62,39.99,1,-1,-1
1,20,292.21,148.13,34.82,60.81,1,-1,-1
1,21,342.87,133.96,52.93,59.83,1,-1,-1
1,22,375.96,1.68,69.52,63.63,1,-1,-1
1,23,397.13,21.0,24.13,80.08,1,-1,-1
1,24,404.14,137.38,34.97,91.99,1,-1,-1
1,25,337.42,53.51,66.98,37.37,1,-1,-1
1,26,324.03,16.2,47.23,36.08,1,-1,-1
1,27,395.86,223.05,46.94,42.07,1,-1,-1
1,28,286.8,258.99,72.52,40.74,1,-1,-1
1,29,303.54,288.65,72.62,35.55,1,-1,-1
1,30,387.62,255.94,25.3,63.14,1,-1,-1
1,31,349.03,208.52,47.13,90.95,1,-1,-1
1,32,274.9,304.26,24.01,23.12,1,-1,-1
1,33,420.64,304.36,47.36,41.64,1,-1,-1
1,34,444.85,163.91,23.15,32.19,1,-1,-1
1,35,440.78,198.5,27.22,51.99,1,-1,-1
1,36,190.85,1.24,93.27,26.23,1,-1,-1
1,37,51.94,234.21,38.04,43.3,1,-1,-1
1,38,31.32,267.97,43.11,75.02,1,-1,-1
1,39,0.0,240.04,28.21,49.21,1,-1,-1
1,40,59.12,272.79,28.9,30.72,1,-1,-1
1,41,0.0,293.95,20.34,25.49,1,-1,-1
1,42,72.91,277.03,98.24,63.71,1,-1,-1
1,43,78.2,250.37,52.2,58.11,1,-1,-1
